date,ext,detection,detection_name,engine_ver,elapsed_time,file_path,sha256,vt_positives,vt_total,vt_keyword
2022-05-29,EXE,Benign,,,0.0,3d27d155c992ec9a73d28e2063e22e0a9822c7deecc8278e2bb60ca79b4d11b1.exe,3d27d155c992ec9a73d28e2063e22e0a9822c7deecc8278e2bb60ca79b4d11b1,34,69,gen strictor variant 273051 msil
2022-05-29,EXE,Benign,,,0.0,3eb501b1e2997a3cdbb81db7781b9c0bc9860e101ab8118d7c1c228e3259b75f.exe,3eb501b1e2997a3cdbb81db7781b9c0bc9860e101ab8118d7c1c228e3259b75f,0,0,
2022-05-29,ELF,Benign,,,0.0,42ba565de765f3652e291931d3ce4a414aebe2f55e9fe2910f080aa9725dee2d.elf,42ba565de765f3652e291931d3ce4a414aebe2f55e9fe2910f080aa9725dee2d,20,59,linux mirai variant 1 gen
2022-05-29,EXE,Benign,,,0.0,4617069ce25709428086ed41f2b3929a732318b4291e34e5178239415938097d.exe,4617069ce25709428086ed41f2b3929a732318b4291e34e5178239415938097d,22,68,malicious trojan win32 ml w32
2022-05-29,EXE,Benign,,,0.0,47159757c0e58254d6b59eab72adc87b58dca31897a53cf0cace18e06863a0b3.exe,47159757c0e58254d6b59eab72adc87b58dca31897a53cf0cace18e06863a0b3,0,0,
2022-05-29,EXE,Benign,,,0.0,4885e7bde06a0b7c27a0bb3bda4b277175b075d5a47a816389433e48a08fc9ea.exe,4885e7bde06a0b7c27a0bb3bda4b277175b075d5a47a816389433e48a08fc9ea,13,68,win32 backdoor gen malicious uds
2022-05-29,DOC,Benign,,,0.001467,4a24048f81afbe9fb62e7a6a49adbd1faf41f266b5f9feecdceb567aec096784.doc,4a24048f81afbe9fb62e7a6a49adbd1faf41f266b5f9feecdceb567aec096784,12,60,trojan generickd 50350679 w97m downloader
2022-05-29,EXE,Benign,,,0.0,4a6602205094982242c95e20a2bed8374aeb166cd8c07560773b39583a9fc031.exe,4a6602205094982242c95e20a2bed8374aeb166cd8c07560773b39583a9fc031,19,68,gen nemesis variant 7352 malicious
2022-05-29,EXE,Benign,,,0.0,4b51bfdfb096e034e057e4cf48abcdb2f8f3301d3493f286053bf66f9b74f175.exe,4b51bfdfb096e034e057e4cf48abcdb2f8f3301d3493f286053bf66f9b74f175,28,69,trojan generickdz 88241 generic multi
2022-05-29,ELF,Benign,,,0.0,4d8b55115105080e1b235ed178dde769f23e91b554f4d6bb801c6b9c761dadc3.elf,4d8b55115105080e1b235ed178dde769f23e91b554f4d6bb801c6b9c761dadc3,8,60,linux gafgyt elf gafgyt-an cryp
2022-05-29,ELF,Benign,,,0.0,50318a199f48adaa8378271b7d6fec96bfee7725b4e3a94506a461ae2845ae8f.elf,50318a199f48adaa8378271b7d6fec96bfee7725b4e3a94506a461ae2845ae8f,22,59,linux mirai trojan 1 backdoor
2022-05-29,EXE,Benign,,,0.0,50cea054f1bfeb13485a6a3fb68319577f577db8a9442552fbc55f3f111c5c66.exe,50cea054f1bfeb13485a6a3fb68319577f577db8a9442552fbc55f3f111c5c66,52,68,trojan win32 cobaltstrike generic exploit
2022-05-29,ELF,Benign,,,0.0,52fa6a2e7f70d445d576674f8968641532127d9646e844dba29526ce9f21a746.elf,52fa6a2e7f70d445d576674f8968641532127d9646e844dba29526ce9f21a746,36,60,mirai linux trojan 1 backdoor
2022-05-29,EXE,Benign,,,0.0,5365f41c2622c96524db9665805c52e6c5b1374909392eda38452711d1c9dbf4.exe,5365f41c2622c96524db9665805c52e6c5b1374909392eda38452711d1c9dbf4,43,68,win32 gen variant zusy 425530
2022-05-29,EXE,Benign,,,0.0,5c2f7cf7cc4886a0e1905b2de9f1e9b1b376120f1a7a5c82151b6f77e6f77b90.exe,5c2f7cf7cc4886a0e1905b2de9f1e9b1b376120f1a7a5c82151b6f77e6f77b90,29,69,trojan msil generic malicious noon
2022-05-29,ELF,Benign,,,0.0,5c95825861d1432f3560ab4bc0021ec7d2f093e145d3f9cc9c24079e8062e6c7.elf,5c95825861d1432f3560ab4bc0021ec7d2f093e145d3f9cc9c24079e8062e6c7,22,60,linux mirai trojan 1 elf
2022-05-29,EXE,Benign,,,0.0,5d3bb900041880e4488983a78c7cc2f29d476ec6f54501d980edecbb6f28229f.exe,5d3bb900041880e4488983a78c7cc2f29d476ec6f54501d980edecbb6f28229f,42,69,trojan win32 malicious generickd 49075476
2022-05-29,EXE,Benign,,,0.0,6208fe595e09c0e47c4edf6b9ae4831129da473532c0f45d29cc62c6bd7b5e6b.exe,6208fe595e09c0e47c4edf6b9ae4831129da473532c0f45d29cc62c6bd7b5e6b,24,68,win64 trojan emotet malicious c
2022-05-29,EXE,Benign,,,0.0,64b0b4f8536fc55d8ca14c01f1054d0b85e6bc704dcc43c056776a05f1fde101.exe,64b0b4f8536fc55d8ca14c01f1054d0b85e6bc704dcc43c056776a05f1fde101,21,68,gen tedy variant 128705 malicious
2022-05-29,EXE,Benign,,,0.0,64e57f479794015bb205b9bf37cfcac5c20087d66343656488502f0e1957e7a8.exe,64e57f479794015bb205b9bf37cfcac5c20087d66343656488502f0e1957e7a8,22,67,malicious trojan win32 ml generic
2022-05-29,EXE,Benign,,,0.0,67b2ea8bf7fb9fb2a075da771cc1bf0eb642ef2455bdf871aaeda69715cb6f0e.exe,67b2ea8bf7fb9fb2a075da771cc1bf0eb642ef2455bdf871aaeda69715cb6f0e,22,66,malicious trojan win32 ml w32
2022-05-29,EXE,Benign,,,0.0,6c264099d366cab67ddebfb9ba73213986c66087dec9c6ef6971774439950157.exe,6c264099d366cab67ddebfb9ba73213986c66087dec9c6ef6971774439950157,30,70,gen variant tedy 126290 trojan
2022-05-29,EXE,Benign,,,0.0,6f50ae6dfc12c685179e878890fd801fac676ff20b26e08fb1f18092bff76a31.exe,6f50ae6dfc12c685179e878890fd801fac676ff20b26e08fb1f18092bff76a31,18,68,trojan generickdz 88244 win32 w32
2022-05-29,EXE,Benign,,,0.0,7027e7c8ac1db327ff484f153b56767121d306264332418047b1c3bcb78613d3.exe,7027e7c8ac1db327ff484f153b56767121d306264332418047b1c3bcb78613d3,24,69,win32 backdoor trojan malicious lotok
2022-05-29,EXE,Benign,,,0.0,712b9c35cccb19d613a72ca131dfea33aea7b6e59b0dac798f5435993a33d991.exe,712b9c35cccb19d613a72ca131dfea33aea7b6e59b0dac798f5435993a33d991,21,68,malicious ml generic win32 w32
2022-05-29,EXE,Benign,,,0.0,71f1c8e85b4187c34451aea70125e7f21759d7e24ada3f74c4d0e6df6d583e4b.exe,71f1c8e85b4187c34451aea70125e7f21759d7e24ada3f74c4d0e6df6d583e4b,40,66,trojan generic icedid 30628561 win32
2022-05-29,7Z,Benign,,,0.0,72b5c1eee8f0fcfef6817c8858f1661de269386ce804f0caa87b47bc081d7d27.7z,72b5c1eee8f0fcfef6817c8858f1661de269386ce804f0caa87b47bc081d7d27,22,58,trojan msil gen netwiredrc ai
2022-05-29,ELF,Benign,,,0.0,776ec975c58e9b1b5aae58c896c69827845fb29b1d096e8db00aea5690a13a79.elf,776ec975c58e9b1b5aae58c896c69827845fb29b1d096e8db00aea5690a13a79,23,60,linux mirai trojan 1 a
2022-05-29,EXE,Benign,,,0.0,7b92106a488a7894918ca3ea16e1eff6c59744b5aefef69427de081f3765ddbb.exe,7b92106a488a7894918ca3ea16e1eff6c59744b5aefef69427de081f3765ddbb,24,68,malicious trojan win32 ml generic
2022-05-29,EXE,Benign,,,0.0,7cd9fa6a0ed363ed654c8257182eb2455e952ac93648fe5af6455bed468a9ac0.exe,7cd9fa6a0ed363ed654c8257182eb2455e952ac93648fe5af6455bed468a9ac0,54,68,trojan msil quasar win32 backdoor
2022-05-29,EXE,Benign,,,0.0,7d404987992a4c6a08d9fe7c240556b74a50d67466ff2fe8811b45c304a7fec3.exe,7d404987992a4c6a08d9fe7c240556b74a50d67466ff2fe8811b45c304a7fec3,21,67,gen variant lazy 185520 ml
2022-05-29,EXE,Benign,,,0.0,7ed6e17d4eb4b8124ec1dac5ef69265d24c5fd7e9fb39e8a35b8f20cb9ee8edf.exe,7ed6e17d4eb4b8124ec1dac5ef69265d24c5fd7e9fb39e8a35b8f20cb9ee8edf,45,69,trojan msil gen variant lazy
2022-05-29,EXE,Benign,,,0.0,7f55c1b5c5b97c08b970a1a6f7ca2f7f5de776be6cc74bb644cc6c893bbaf189.exe,7f55c1b5c5b97c08b970a1a6f7ca2f7f5de776be6cc74bb644cc6c893bbaf189,46,68,trojan msil gen variant lazy
2022-05-29,EXE,Benign,,,0.0,7ff0ff6e51a58398ad73da3cc8e7e6233a23e49d93aaa4b190672e4f9f08b9bb.exe,7ff0ff6e51a58398ad73da3cc8e7e6233a23e49d93aaa4b190672e4f9f08b9bb,27,69,gen variant jaik 77355 trojan
2022-05-29,EXE,Benign,,,0.0,87a643f05a4a942da305e22222193770bee9ecee4f7f0442408445336bf1c8ef.exe,87a643f05a4a942da305e22222193770bee9ecee4f7f0442408445336bf1c8ef,35,68,gen trojan variant malicious jaik
2022-05-29,EXE,Benign,,,0.0,8859260318fb3b004aeabee2568ad31516c5882e7efd443b6934312a66f7b661.exe,8859260318fb3b004aeabee2568ad31516c5882e7efd443b6934312a66f7b661,44,66,trojan win32 gen variant malicious
2022-05-29,EXE,Benign,,,0.0,89d454fd9567e1a4fea94ba3a3712373ab809be8e88a9f6f29b499048beaeff9.exe,89d454fd9567e1a4fea94ba3a3712373ab809be8e88a9f6f29b499048beaeff9,22,67,trojan malicious win32 ml w32
2022-05-29,EXE,Benign,,,0.0,8f6519653bfad6ade33537621fffe65e9045703f466b07326ad7ce0bd28e98a2.exe,8f6519653bfad6ade33537621fffe65e9045703f466b07326ad7ce0bd28e98a2,41,69,trojan msil generic generickd 39707255
2022-05-29,ELF,Benign,,,0.0,9279e353f296d1e115fa32cc01b0fd147a61d1a1d9e1c9f08a7124181a30ee52.elf,9279e353f296d1e115fa32cc01b0fd147a61d1a1d9e1c9f08a7124181a30ee52,35,60,mirai linux trojan 1 backdoor
2022-05-29,MSI,Benign,,,0.0,9830bd16aedd4387da7bbe79c4e036b60b005df5d2964626c10be2d30257c35f.msi,9830bd16aedd4387da7bbe79c4e036b60b005df5d2964626c10be2d30257c35f,8,59,win32 banload bv agent-bog trj
2022-05-29,EXE,Benign,,,0.0,9e23fa0284eb968a9fc2e2b0d03993bef470cb1405676b66c4fa05c746ec1410.exe,9e23fa0284eb968a9fc2e2b0d03993bef470cb1405676b66c4fa05c746ec1410,49,69,win32 trojan generic malicious mulinex
2022-05-29,EXE,Benign,,,0.0,9e29af6ac4f0e8a2d70dfcbb00c3a43d9d3bf5991068afae5cea53a6d25e0cb6.exe,9e29af6ac4f0e8a2d70dfcbb00c3a43d9d3bf5991068afae5cea53a6d25e0cb6,28,69,gen variant tedy 128705 malicious
2022-05-29,HTML,Benign,,,0.0,a30abde167f96d1183d155fc916f6aa77520562f8fb87466944bf0cc65b5dda2.html,a30abde167f96d1183d155fc916f6aa77520562f8fb87466944bf0cc65b5dda2,12,57,html phish phishing script trojan
2022-05-29,EXE,Benign,,,0.0,a7e196f90f76afcaa5f6b56ab453fbeebf51b6393e60a1354c2f087d293d540b.exe,a7e196f90f76afcaa5f6b56ab453fbeebf51b6393e60a1354c2f087d293d540b,0,0,
